barcode83	9939270
barcode85	3616713
barcode88	8420255
barcode90	9409776
barcode91	3742492
barcode87	4032081
barcode93	1089886
barcode94	169412
barcode86	8604686
barcode84	10040534
barcode89	11276217
barcode92	7248491
